2018-05-22 11:18:04,090 [1] INFO  ZXClient.Updater.AutoUpdater - 开始升级
2018-05-22 11:19:01,280 [8] INFO  ZXClient.WorkForm - S99||0||E获取设备mac地址:CCB8A8DB14F8，设备资源版本号：16，设备更新资源版本号：16
2018-05-22 11:19:01,282 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/employeeHeart.action?mac=CCB8A8DB14F8&cardNum=10010
2018-05-22 11:19:01,355 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:online
2018-05-22 11:19:01,356 [8] INFO  ZXClient.WorkForm - 2018/5/22 11:19:01心跳：onlineCCB8A8DB14F8
2018-05-22 11:19:01,356 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getUpdateVersion.action?mac=CCB8A8DB14F8&config=true
2018-05-22 11:19:01,411 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:Version=17
2018-05-22 11:19:01,411 [8] INFO  ZXClient.WorkForm - 评价器更新资源版本：16, 服务器最新版本：17
2018-05-22 11:19:01,411 [8] INFO  ZXClient.WorkForm - 本地当前版本号更新状态：2
2018-05-22 11:19:01,411 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDeptNotice.action?mac=CCB8A8DB14F8
2018-05-22 11:19:01,470 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:生态环境保护多重要，听习近平怎么说
2018-05-22 11:19:01,470 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S15||生态环境保护多重要，听习近平怎么说||E
2018-05-22 11:19:01,518 [8] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:01,518 [8] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||E------------------:RecvCmdOK
2018-05-22 11:19:01,518 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDissatisfiedKey.action?mac=CCB8A8DB14F8
2018-05-22 11:19:01,570 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:2,3
2018-05-22 11:19:01,570 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S18||2,3||E
2018-05-22 11:19:01,607 [8] INFO  ZXClient.WorkForm - S18||2,3||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:01,607 [8] INFO  ZXClient.WorkForm - S18||2,3||E------------------:RecvCmdOK
2018-05-22 11:19:01,655 [8] INFO  ZXClient.WorkForm - 信息查询更新
2018-05-22 11:19:01,655 [8] INFO  ZXClient.WorkForm - 发送文件：quary.xml
2018-05-22 11:19:02,200 [8] INFO  ZXClient.WorkForm - 通知公告更新
2018-05-22 11:19:02,200 [8] INFO  ZXClient.WorkForm - 发送文件：notice.xml
2018-05-22 11:19:02,736 [8] INFO  ZXClient.WorkForm - 意见调查
2018-05-22 11:19:02,736 [8] INFO  ZXClient.WorkForm - 发送文件：advice.db
2018-05-22 11:19:03,237 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getKeyAll.action
2018-05-22 11:19:03,263 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:19:03,263 [8] INFO  ZXClient.WorkForm - 评价按钮{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:19:03,263 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E
2018-05-22 11:19:03,314 [8] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:03,314 [8] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E------------------:RecvCmdOK
2018-05-22 11:19:11,202 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S99||0||E
2018-05-22 11:19:11,277 [11] INFO  ZXClient.WorkForm - S99||0||EFalse接收数据:RecvCmdOKS99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:19:11,278 [11] INFO  ZXClient.WorkForm - S99||0||E------------------:RecvCmdOK
2018-05-22 11:19:11,278 [11] INFO  ZXClient.WorkForm - S99||0||E------------------:S99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:19:11,278 [11] INFO  ZXClient.WorkForm - 连接评价器成功！
2018-05-22 11:19:11,278 [11] INFO  ZXClient.WorkForm - S99||0||E获取设备mac地址:CCB8A8DB14F8，设备资源版本号：16，设备更新资源版本号：16
2018-05-22 11:19:11,278 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/employeeHeart.action?mac=CCB8A8DB14F8&cardNum=10010
2018-05-22 11:19:11,333 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:online
2018-05-22 11:19:11,333 [11] INFO  ZXClient.WorkForm - 2018/5/22 11:19:11心跳：onlineCCB8A8DB14F8
2018-05-22 11:19:11,333 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getUpdateVersion.action?mac=CCB8A8DB14F8&config=true
2018-05-22 11:19:11,689 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:Version=17
2018-05-22 11:19:11,689 [11] INFO  ZXClient.WorkForm - 评价器更新资源版本：16, 服务器最新版本：17
2018-05-22 11:19:11,689 [11] INFO  ZXClient.WorkForm - 本地当前版本号更新状态：2
2018-05-22 11:19:11,689 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDeptNotice.action?mac=CCB8A8DB14F8
2018-05-22 11:19:11,743 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:生态环境保护多重要，听习近平怎么说
2018-05-22 11:19:11,743 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S15||生态环境保护多重要，听习近平怎么说||E
2018-05-22 11:19:11,769 [11] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:11,769 [11] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||E------------------:RecvCmdOK
2018-05-22 11:19:11,769 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDissatisfiedKey.action?mac=CCB8A8DB14F8
2018-05-22 11:19:11,811 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:2,3
2018-05-22 11:19:11,811 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S18||2,3||E
2018-05-22 11:19:11,839 [11] INFO  ZXClient.WorkForm - S18||2,3||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:11,839 [11] INFO  ZXClient.WorkForm - S18||2,3||E------------------:RecvCmdOK
2018-05-22 11:19:11,932 [11] INFO  ZXClient.WorkForm - 信息查询更新
2018-05-22 11:19:11,932 [11] INFO  ZXClient.WorkForm - 发送文件：quary.xml
2018-05-22 11:19:12,474 [11] INFO  ZXClient.WorkForm - 通知公告更新
2018-05-22 11:19:12,474 [11] INFO  ZXClient.WorkForm - 发送文件：notice.xml
2018-05-22 11:19:13,013 [11] INFO  ZXClient.WorkForm - 意见调查
2018-05-22 11:19:13,013 [11] INFO  ZXClient.WorkForm - 发送文件：advice.db
2018-05-22 11:19:13,513 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getKeyAll.action
2018-05-22 11:19:13,539 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:19:13,539 [11] INFO  ZXClient.WorkForm - 评价按钮{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:19:13,539 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E
2018-05-22 11:19:13,580 [11] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:13,580 [11] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E------------------:RecvCmdOK
2018-05-22 11:19:21,203 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S99||0||E
2018-05-22 11:19:21,281 [11] INFO  ZXClient.WorkForm - S99||0||EFalse接收数据:RecvCmdOKS99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:19:21,282 [11] INFO  ZXClient.WorkForm - S99||0||E------------------:RecvCmdOK
2018-05-22 11:19:21,282 [11] INFO  ZXClient.WorkForm - S99||0||E------------------:S99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:19:21,282 [11] INFO  ZXClient.WorkForm - 连接评价器成功！
2018-05-22 11:19:21,282 [11] INFO  ZXClient.WorkForm - S99||0||E获取设备mac地址:CCB8A8DB14F8，设备资源版本号：16，设备更新资源版本号：16
2018-05-22 11:19:21,282 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/employeeHeart.action?mac=CCB8A8DB14F8&cardNum=10010
2018-05-22 11:19:21,337 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:online
2018-05-22 11:19:21,337 [11] INFO  ZXClient.WorkForm - 2018/5/22 11:19:21心跳：onlineCCB8A8DB14F8
2018-05-22 11:19:21,337 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getUpdateVersion.action?mac=CCB8A8DB14F8&config=true
2018-05-22 11:19:21,387 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:Version=17
2018-05-22 11:19:21,387 [11] INFO  ZXClient.WorkForm - 评价器更新资源版本：16, 服务器最新版本：17
2018-05-22 11:19:21,387 [11] INFO  ZXClient.WorkForm - 本地当前版本号更新状态：2
2018-05-22 11:19:21,387 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDeptNotice.action?mac=CCB8A8DB14F8
2018-05-22 11:19:21,448 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:生态环境保护多重要，听习近平怎么说
2018-05-22 11:19:21,448 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S15||生态环境保护多重要，听习近平怎么说||E
2018-05-22 11:19:21,497 [11] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:21,497 [11] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||E------------------:RecvCmdOK
2018-05-22 11:19:21,497 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDissatisfiedKey.action?mac=CCB8A8DB14F8
2018-05-22 11:19:21,545 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:2,3
2018-05-22 11:19:21,546 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S18||2,3||E
2018-05-22 11:19:21,586 [11] INFO  ZXClient.WorkForm - S18||2,3||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:21,586 [11] INFO  ZXClient.WorkForm - S18||2,3||E------------------:RecvCmdOK
2018-05-22 11:19:21,628 [11] INFO  ZXClient.WorkForm - 信息查询更新
2018-05-22 11:19:21,629 [11] INFO  ZXClient.WorkForm - 发送文件：quary.xml
2018-05-22 11:19:22,173 [11] INFO  ZXClient.WorkForm - 通知公告更新
2018-05-22 11:19:22,173 [11] INFO  ZXClient.WorkForm - 发送文件：notice.xml
2018-05-22 11:19:22,708 [11] INFO  ZXClient.WorkForm - 意见调查
2018-05-22 11:19:22,708 [11] INFO  ZXClient.WorkForm - 发送文件：advice.db
2018-05-22 11:19:23,209 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getKeyAll.action
2018-05-22 11:19:23,238 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:19:23,238 [11] INFO  ZXClient.WorkForm - 评价按钮{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:19:23,238 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E
2018-05-22 11:19:23,293 [11] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:23,293 [11] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E------------------:RecvCmdOK
2018-05-22 11:19:31,205 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S99||0||E
2018-05-22 11:19:31,288 [8] INFO  ZXClient.WorkForm - S99||0||EFalse接收数据:RecvCmdOKS99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:19:31,288 [8] INFO  ZXClient.WorkForm - S99||0||E------------------:RecvCmdOK
2018-05-22 11:19:31,288 [8] INFO  ZXClient.WorkForm - S99||0||E------------------:S99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:19:31,288 [8] INFO  ZXClient.WorkForm - 连接评价器成功！
2018-05-22 11:19:31,288 [8] INFO  ZXClient.WorkForm - S99||0||E获取设备mac地址:CCB8A8DB14F8，设备资源版本号：16，设备更新资源版本号：16
2018-05-22 11:19:31,289 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/employeeHeart.action?mac=CCB8A8DB14F8&cardNum=10010
2018-05-22 11:19:31,365 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:online
2018-05-22 11:19:31,365 [8] INFO  ZXClient.WorkForm - 2018/5/22 11:19:31心跳：onlineCCB8A8DB14F8
2018-05-22 11:19:31,365 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getUpdateVersion.action?mac=CCB8A8DB14F8&config=true
2018-05-22 11:19:31,415 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:Version=17
2018-05-22 11:19:31,415 [8] INFO  ZXClient.WorkForm - 评价器更新资源版本：16, 服务器最新版本：17
2018-05-22 11:19:31,415 [8] INFO  ZXClient.WorkForm - 本地当前版本号更新状态：2
2018-05-22 11:19:31,415 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDeptNotice.action?mac=CCB8A8DB14F8
2018-05-22 11:19:31,469 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:生态环境保护多重要，听习近平怎么说
2018-05-22 11:19:31,469 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S15||生态环境保护多重要，听习近平怎么说||E
2018-05-22 11:19:31,509 [8] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:31,509 [8] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||E------------------:RecvCmdOK
2018-05-22 11:19:31,509 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDissatisfiedKey.action?mac=CCB8A8DB14F8
2018-05-22 11:19:31,558 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:2,3
2018-05-22 11:19:31,559 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S18||2,3||E
2018-05-22 11:19:31,593 [8] INFO  ZXClient.WorkForm - S18||2,3||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:31,593 [8] INFO  ZXClient.WorkForm - S18||2,3||E------------------:RecvCmdOK
2018-05-22 11:19:31,641 [8] INFO  ZXClient.WorkForm - 信息查询更新
2018-05-22 11:19:31,641 [8] INFO  ZXClient.WorkForm - 发送文件：quary.xml
2018-05-22 11:19:32,184 [8] INFO  ZXClient.WorkForm - 通知公告更新
2018-05-22 11:19:32,184 [8] INFO  ZXClient.WorkForm - 发送文件：notice.xml
2018-05-22 11:19:32,720 [8] INFO  ZXClient.WorkForm - 意见调查
2018-05-22 11:19:32,720 [8] INFO  ZXClient.WorkForm - 发送文件：advice.db
2018-05-22 11:19:33,220 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getKeyAll.action
2018-05-22 11:19:33,243 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:19:33,243 [8] INFO  ZXClient.WorkForm - 评价按钮{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:19:33,243 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E
2018-05-22 11:19:33,282 [8] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:33,282 [8] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E------------------:RecvCmdOK
2018-05-22 11:19:41,206 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S99||0||E
2018-05-22 11:19:41,279 [9] INFO  ZXClient.WorkForm - S99||0||EFalse接收数据:RecvCmdOKS99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:19:41,279 [9] INFO  ZXClient.WorkForm - S99||0||E------------------:RecvCmdOK
2018-05-22 11:19:41,279 [9] INFO  ZXClient.WorkForm - S99||0||E------------------:S99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:19:41,279 [9] INFO  ZXClient.WorkForm - 连接评价器成功！
2018-05-22 11:19:41,279 [9] INFO  ZXClient.WorkForm - S99||0||E获取设备mac地址:CCB8A8DB14F8，设备资源版本号：16，设备更新资源版本号：16
2018-05-22 11:19:41,279 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/employeeHeart.action?mac=CCB8A8DB14F8&cardNum=10010
2018-05-22 11:19:41,325 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:online
2018-05-22 11:19:41,325 [9] INFO  ZXClient.WorkForm - 2018/5/22 11:19:41心跳：onlineCCB8A8DB14F8
2018-05-22 11:19:41,325 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getUpdateVersion.action?mac=CCB8A8DB14F8&config=true
2018-05-22 11:19:41,382 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:Version=17
2018-05-22 11:19:41,382 [9] INFO  ZXClient.WorkForm - 评价器更新资源版本：16, 服务器最新版本：17
2018-05-22 11:19:41,382 [9] INFO  ZXClient.WorkForm - 本地当前版本号更新状态：2
2018-05-22 11:19:41,382 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDeptNotice.action?mac=CCB8A8DB14F8
2018-05-22 11:19:41,434 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:生态环境保护多重要，听习近平怎么说
2018-05-22 11:19:41,434 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S15||生态环境保护多重要，听习近平怎么说||E
2018-05-22 11:19:41,484 [9] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:41,484 [9] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说||E------------------:RecvCmdOK
2018-05-22 11:19:41,484 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDissatisfiedKey.action?mac=CCB8A8DB14F8
2018-05-22 11:19:41,536 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:2,3
2018-05-22 11:19:41,536 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S18||2,3||E
2018-05-22 11:19:41,575 [9] INFO  ZXClient.WorkForm - S18||2,3||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:41,575 [9] INFO  ZXClient.WorkForm - S18||2,3||E------------------:RecvCmdOK
2018-05-22 11:19:41,620 [9] INFO  ZXClient.WorkForm - 信息查询更新
2018-05-22 11:19:41,620 [9] INFO  ZXClient.WorkForm - 发送文件：quary.xml
2018-05-22 11:19:42,160 [9] INFO  ZXClient.WorkForm - 通知公告更新
2018-05-22 11:19:42,160 [9] INFO  ZXClient.WorkForm - 发送文件：notice.xml
2018-05-22 11:19:42,698 [9] INFO  ZXClient.WorkForm - 意见调查
2018-05-22 11:19:42,698 [9] INFO  ZXClient.WorkForm - 发送文件：advice.db
2018-05-22 11:19:43,199 [9] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getKeyAll.action
2018-05-22 11:19:43,222 [9] INFO  ZXClient.util.HttpUtil - 接口请求结果:{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:19:43,222 [9] INFO  ZXClient.WorkForm - 评价按钮{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}

2018-05-22 11:19:43,222 [9] INFO  ZXClient.WorkForm - (USB)发送内容：S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E
2018-05-22 11:19:43,272 [9] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||EFalse接收数据:RecvCmdOK
2018-05-22 11:19:43,272 [9] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"3","y":"0"}],"success":true}
||E------------------:RecvCmdOK
2018-05-22 11:19:51,203 [11] INFO  ZXClient.WorkForm - (USB)发送内容：S99||0||E
2018-05-22 11:19:51,273 [11] INFO  ZXClient.WorkForm - S99||0||EFalse接收数据:RecvCmdOKS99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:19:51,273 [11] INFO  ZXClient.WorkForm - S99||0||E------------------:RecvCmdOK
2018-05-22 11:19:51,273 [11] INFO  ZXClient.WorkForm - S99||0||E------------------:S99||16||CCB8A8DB14F8||0||0||80||85||16||E
2018-05-22 11:19:51,273 [11] INFO  ZXClient.WorkForm - 连接评价器成功！
2018-05-22 11:19:51,273 [11] INFO  ZXClient.WorkForm - S99||0||E获取设备mac地址:CCB8A8DB14F8，设备资源版本号：16，设备更新资源版本号：16
2018-05-22 11:19:51,273 [11] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/employeeHeart.action?mac=CCB8A8DB14F8&cardNum=10010
2018-05-22 11:19:51,622 [11] INFO  ZXClient.util.HttpUtil - 接口请求结果:online
