2018-06-28 09:04:30,641 [1] INFO  ZXClient.Program - 程序已启动
2018-06-28 09:05:20,382 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:20,384 [5] INFO  ZXClient.WorkForm - S18||2,3,4,5,6||EFalse接收数据:RecvCmdOK
2018-06-28 09:05:20,384 [5] INFO  ZXClient.WorkForm - S18||2,3,4,5,6||E------------------:RecvCmdOK
2018-06-28 09:05:20,416 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:20,416 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:20,433 [5] INFO  ZXClient.WorkForm - 信息查询更新
2018-06-28 09:05:20,433 [5] INFO  ZXClient.WorkForm - 发送文件：quary.xml
2018-06-28 09:05:20,749 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:20,749 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:20,790 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:20,790 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:20,972 [5] INFO  ZXClient.WorkForm - 通知公告更新
2018-06-28 09:05:20,972 [5] INFO  ZXClient.WorkForm - 发送文件：notice.xml
2018-06-28 09:05:21,164 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:21,165 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:21,202 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:21,202 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:21,333 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:21,333 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:21,369 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:21,369 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:21,512 [5] INFO  ZXClient.WorkForm - 意见调查
2018-06-28 09:05:21,512 [5] INFO  ZXClient.WorkForm - 发送文件：advice.db
2018-06-28 09:05:21,524 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:21,525 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:21,566 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:21,566 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:21,725 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:21,725 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:21,760 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:21,760 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:21,917 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:21,917 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:21,962 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:21,962 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:22,012 [5] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getKeyAll.action
2018-06-28 09:05:22,038 [5] INFO  ZXClient.util.HttpUtil - 接口请求结果:{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}

2018-06-28 09:05:22,038 [5] INFO  ZXClient.WorkForm - 评价按钮{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}

2018-06-28 09:05:22,038 [5] INFO  ZXClient.WorkForm - USBSendData:S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}
||E
2018-06-28 09:05:22,038 [5] INFO  ZXClient.WorkForm - (USB)发送内容：S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}
||E
2018-06-28 09:05:22,087 [5] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}
||EFalse接收数据:RecvCmdOK
2018-06-28 09:05:22,087 [5] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}
||E------------------:RecvCmdOK
2018-06-28 09:05:22,109 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:22,110 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:22,167 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:22,168 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:22,293 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:22,293 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:22,338 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:22,338 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:22,488 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:22,488 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:22,526 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:22,526 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:22,677 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:22,678 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:22,722 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:22,722 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:22,869 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:22,870 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:22,898 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:22,898 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:23,253 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:23,253 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:23,284 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:23,284 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:23,685 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:23,687 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:23,725 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:23,725 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:25,526 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:25,527 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:25,566 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:25,566 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:26,165 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:26,165 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:26,214 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:26,214 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:26,773 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:26,773 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:26,806 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:26,806 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:26,973 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:26,973 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:27,013 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:27,013 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:27,165 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:27,165 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:27,207 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:27,207 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:27,358 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:27,359 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:27,400 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:27,400 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:27,565 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:27,565 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:27,606 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:27,606 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:27,749 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:27,749 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:27,792 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:27,792 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:27,926 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:27,926 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:27,967 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:27,967 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:28,117 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:28,117 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:28,158 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:28,159 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:28,317 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:28,317 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:28,356 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:28,357 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:28,525 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:28,525 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:28,572 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:28,572 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:28,733 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:28,733 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:28,780 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:28,780 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:28,965 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:28,965 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:29,002 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:29,002 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:29,213 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:29,213 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:29,255 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:29,255 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:29,808 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getUpdateVersion.action?mac=CCB8A8DB14F8&config=true
2018-06-28 09:05:30,161 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:Version=8
2018-06-28 09:05:30,161 [8] INFO  ZXClient.WorkForm - 评价器更新资源版本：8, 服务器最新版本：8
2018-06-28 09:05:30,161 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDeptNotice.action?mac=CCB8A8DB14F8
2018-06-28 09:05:30,419 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:生态环境保护多重要，听习近平怎么说的
2018-06-28 09:05:30,419 [8] INFO  ZXClient.WorkForm - USBSendData:S15||生态环境保护多重要，听习近平怎么说的||E
2018-06-28 09:05:30,419 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S15||生态环境保护多重要，听习近平怎么说的||E
2018-06-28 09:05:30,459 [8] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说的||EFalse接收数据:RecvCmdOK
2018-06-28 09:05:30,459 [8] INFO  ZXClient.WorkForm - S15||生态环境保护多重要，听习近平怎么说的||E------------------:RecvCmdOK
2018-06-28 09:05:30,459 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getDissatisfiedKey.action?mac=CCB8A8DB14F8
2018-06-28 09:05:30,670 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:30,670 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:30,712 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:30,712 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:30,861 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:30,861 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:30,904 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:30,904 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:30,909 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:2,3,4,5,6
2018-06-28 09:05:30,909 [8] INFO  ZXClient.WorkForm - USBSendData:S18||2,3,4,5,6||E
2018-06-28 09:05:30,909 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S18||2,3,4,5,6||E
2018-06-28 09:05:30,963 [8] INFO  ZXClient.WorkForm - S18||2,3,4,5,6||EFalse接收数据:RecvCmdOK
2018-06-28 09:05:30,963 [8] INFO  ZXClient.WorkForm - S18||2,3,4,5,6||E------------------:RecvCmdOK
2018-06-28 09:05:31,061 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:31,061 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:31,079 [8] INFO  ZXClient.WorkForm - 信息查询更新
2018-06-28 09:05:31,079 [8] INFO  ZXClient.WorkForm - 发送文件：quary.xml
2018-06-28 09:05:31,103 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:31,103 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:31,270 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:31,271 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:31,317 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:31,317 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:31,461 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:31,461 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:31,506 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:31,506 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:31,655 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:31,655 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:31,699 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:31,699 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:31,750 [8] INFO  ZXClient.WorkForm - 通知公告更新
2018-06-28 09:05:31,750 [8] INFO  ZXClient.WorkForm - 发送文件：notice.xml
2018-06-28 09:05:31,846 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:31,846 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:31,915 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:31,915 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:32,053 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:32,053 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:32,100 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:32,100 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:32,246 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:32,246 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:32,292 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:32,292 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:32,357 [8] INFO  ZXClient.WorkForm - 意见调查
2018-06-28 09:05:32,357 [8] INFO  ZXClient.WorkForm - 发送文件：advice.db
2018-06-28 09:05:32,446 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:32,446 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:32,510 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:32,510 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:32,629 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:32,630 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:32,671 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:32,671 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:32,829 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:32,829 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:32,858 [8] INFO  ZXClient.util.HttpUtil - 接口请求:http://111.230.14.84:8080/getKeyAll.action
2018-06-28 09:05:32,882 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:32,882 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:32,891 [8] INFO  ZXClient.util.HttpUtil - 接口请求结果:{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}

2018-06-28 09:05:32,892 [8] INFO  ZXClient.WorkForm - 评价按钮{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}

2018-06-28 09:05:32,892 [8] INFO  ZXClient.WorkForm - USBSendData:S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}
||E
2018-06-28 09:05:32,892 [8] INFO  ZXClient.WorkForm - (USB)发送内容：S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}
||E
2018-06-28 09:05:32,939 [8] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}
||EFalse接收数据:RecvCmdOK
2018-06-28 09:05:32,940 [8] INFO  ZXClient.WorkForm - S51||{"data":[{"detail":"非常满意","img":"eval_0.png","x":"0","y":"0"},{"detail":"满意","img":"eval_1.png","x":"1","y":"0"},{"detail":"不满意","img":"eval_2.png","x":"2","y":"0"},{"detail":"很不满意","img":"eval_3.png","x":"0","y":"1"},{"detail":"业务不熟","img":"eval_4.png","x":"1","y":"1"},{"detail":"有待改进","img":"eval_5.png","x":"2","y":"1"},{"detail":"没有评价","img":"eval_6.png","x":"3","y":"1"}],"success":true}
||E------------------:RecvCmdOK
2018-06-28 09:05:33,013 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:33,013 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:33,054 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:33,054 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:33,205 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:33,205 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:33,251 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:33,251 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:33,389 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
2018-06-28 09:05:33,389 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S03E
2018-06-28 09:05:33,432 [7] INFO  ZXClient.WorkForm - S03EFalse接收数据:RecvCmdOK
2018-06-28 09:05:33,432 [7] INFO  ZXClient.WorkForm - S03E------------------:RecvCmdOK
2018-06-28 09:05:33,581 [7] INFO  ZXClient.WorkForm - USBSendData:S25E
2018-06-28 09:05:33,582 [7] INFO  ZXClient.WorkForm - (USB)发送内容：S25E
2018-06-28 09:05:33,631 [7] INFO  ZXClient.WorkForm - S25EFalse接收数据:RecvCmdOK
2018-06-28 09:05:33,631 [7] INFO  ZXClient.WorkForm - S25E------------------:RecvCmdOK
2018-06-28 09:05:33,781 [7] INFO  ZXClient.WorkForm - USBSendData:S03E
