2021-04-21 16:20:03,884 [1] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:16:10,046 [13] INFO  ZXClient.util.Tools - 登录成功!
2021-04-21 17:16:19,356 [9] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:16:19,356 [9] INFO  ZXClient.util.HttpUtil - http://localhost:9107/WCount
2021-04-21 17:16:19,356 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:16:29,397 [9] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:16:29,397 [9] INFO  ZXClient.util.HttpUtil - http://localhost:9107/WCount
2021-04-21 17:16:29,397 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:16:39,326 [10] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:16:39,326 [10] INFO  ZXClient.util.HttpUtil - http://localhost:9107/WCount
2021-04-21 17:16:39,326 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:16:49,355 [8] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:16:49,355 [8] INFO  ZXClient.util.HttpUtil - http://localhost:9107/WCount
2021-04-21 17:16:49,355 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:16:59,402 [8] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:16:59,402 [8] INFO  ZXClient.util.HttpUtil - http://localhost:9107/WCount
2021-04-21 17:16:59,403 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:17:09,349 [9] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:17:09,349 [9] INFO  ZXClient.util.HttpUtil - http://localhost:9107/WCount
2021-04-21 17:17:09,349 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:17:14,780 [13] INFO  ZXClient.util.Tools - 评价器返回：S94OK
2021-04-21 17:17:14,816 [13] INFO  ZXClient.util.Tools - 评价器返回：S05OK
2021-04-21 17:17:14,816 [13] INFO  ZXClient.util.Tools - 退出成功！
2021-04-21 17:17:14,816 [1] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 17:17:14,816 [6] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 17:19:03,082 [1] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:19:03,097 [1] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:19:09,862 [1] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:19:09,898 [1] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:19:09,898 [1] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:19:09,930 [1] INFO  ZXClient.util.HttpUtil - http://localhost:9107/Login?UserID=1
2021-04-21 17:19:13,542 [10] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:19:13,542 [10] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:19:13,544 [13] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 17:19:22,158 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:19:22,158 [8] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:19:22,158 [8] INFO  ZXClient.util.HttpUtil - http://localhost:9107/WCount
2021-04-21 17:19:22,653 [13] INFO  ZXClient.util.Tools - 评价器返回：S98OK
2021-04-21 17:19:22,653 [13] INFO  ZXClient.util.Tools - 连接评价器成功！
2021-04-21 17:19:22,683 [13] INFO  ZXClient.util.Tools - 评价器返回：S04OK
2021-04-21 17:19:22,683 [13] INFO  ZXClient.util.Tools - 登录成功!
2021-04-21 17:19:22,868 [13] INFO  ZXClient.util.Tools - 评价器返回：S04OK
2021-04-21 17:19:22,868 [13] INFO  ZXClient.util.Tools - 登录成功!
2021-04-21 17:19:32,085 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:19:32,085 [8] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:19:32,085 [8] INFO  ZXClient.util.HttpUtil - http://localhost:9107/WCount
2021-04-21 17:19:42,113 [8] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:19:42,113 [8] INFO  ZXClient.util.HttpUtil - http://localhost:9107/WCount
2021-04-21 17:19:42,113 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:19:52,145 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:19:52,145 [9] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:19:52,145 [9] INFO  ZXClient.util.HttpUtil - http://localhost:9107/WCount
2021-04-21 17:19:58,603 [13] INFO  ZXClient.util.Tools - 评价器返回：S94OK
2021-04-21 17:19:58,623 [1] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 17:21:30,779 [1] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:21:30,794 [1] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:21:36,800 [1] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:21:36,877 [1] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:21:36,877 [1] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:21:36,944 [1] INFO  ZXClient.util.HttpUtil - http://localhost:9107/Login?UserID=1
2021-04-21 17:21:40,670 [10] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:21:40,671 [10] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:21:40,673 [13] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 17:21:49,291 [8] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:21:49,291 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:21:49,800 [13] INFO  ZXClient.util.Tools - 评价器返回：S98OK
2021-04-21 17:21:49,801 [13] INFO  ZXClient.util.Tools - 连接评价器成功！
2021-04-21 17:21:49,841 [13] INFO  ZXClient.util.Tools - 评价器返回：S04OK
2021-04-21 17:21:49,841 [13] INFO  ZXClient.util.Tools - 登录成功!
2021-04-21 17:21:50,017 [13] INFO  ZXClient.util.Tools - 评价器返回：S04OK
2021-04-21 17:21:50,017 [13] INFO  ZXClient.util.Tools - 登录成功!
2021-04-21 17:21:59,220 [8] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:21:59,220 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:22:02,915 [13] INFO  ZXClient.util.Tools - 评价器返回：S94OK
2021-04-21 17:22:02,930 [13] INFO  ZXClient.util.Tools - 评价器返回：S05OK
2021-04-21 17:22:02,930 [13] INFO  ZXClient.util.Tools - 退出成功！
2021-04-21 17:22:02,930 [1] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 17:22:02,930 [14] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 17:25:30,189 [1] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:25:30,203 [1] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:25:35,578 [1] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:25:35,646 [1] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:25:35,646 [1] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:25:37,312 [10] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:25:37,312 [10] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:25:37,314 [13] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 17:25:46,045 [9] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:25:46,045 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:25:46,455 [13] INFO  ZXClient.util.Tools - 评价器返回：S98OK
2021-04-21 17:25:46,455 [13] INFO  ZXClient.util.Tools - 连接评价器成功！
2021-04-21 17:25:46,485 [13] INFO  ZXClient.util.Tools - 评价器返回：S04OK
2021-04-21 17:25:46,485 [13] INFO  ZXClient.util.Tools - 登录成功!
2021-04-21 17:25:46,665 [13] INFO  ZXClient.util.Tools - 评价器返回：S04OK
2021-04-21 17:25:46,665 [13] INFO  ZXClient.util.Tools - 登录成功!
2021-04-21 17:25:55,875 [8] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:25:55,875 [13] INFO  ZXClient.util.Tools - 评价器返回：S95OK
2021-04-21 17:25:59,155 [13] INFO  ZXClient.util.Tools - 评价器返回：S94OK
2021-04-21 17:25:59,186 [1] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 17:28:46,940 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:28:46,955 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:28:54,122 [8] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:28:54,205 [8] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:28:54,205 [8] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:28:55,952 [16] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:28:55,952 [19] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 17:28:55,952 [16] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:29:04,606 [10] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:29:17,639 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:29:17,650 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:29:22,346 [8] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:29:22,399 [8] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:29:22,399 [8] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:29:24,122 [16] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:29:24,122 [16] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:29:24,124 [19] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 17:29:32,662 [8] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 17:29:32,707 [10] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:30:00,992 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:30:01,005 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:30:08,050 [8] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:30:08,121 [8] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:30:08,121 [8] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:30:09,857 [16] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:30:09,857 [16] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:30:09,858 [19] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 17:30:18,431 [10] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:30:28,460 [10] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:30:38,413 [10] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:30:48,430 [11] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:30:51,830 [8] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 17:36:16,706 [7] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:36:16,719 [7] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:36:22,690 [7] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:36:22,766 [7] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:36:22,766 [7] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:36:24,453 [16] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:36:24,453 [16] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:36:24,455 [19] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 17:36:33,013 [9] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:36:43,077 [10] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:36:58,853 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:36:58,863 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:37:04,067 [8] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:37:16,511 [8] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:37:16,544 [8] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:37:16,544 [8] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:37:18,208 [17] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:37:18,208 [17] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:37:18,210 [20] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 17:38:40,096 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:38:40,108 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:38:48,405 [8] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:38:48,492 [8] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:38:48,492 [8] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:38:50,215 [17] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:38:50,215 [17] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:38:50,218 [20] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 17:38:58,869 [11] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:39:08,810 [10] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:39:18,847 [11] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:39:22,037 [8] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 17:39:39,669 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:39:39,678 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:48:09,616 [1] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:48:09,633 [1] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:50:32,641 [7] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:50:32,654 [7] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:50:40,670 [7] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:50:40,724 [7] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:50:40,724 [7] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:50:42,375 [16] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:50:42,375 [16] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:50:42,379 [19] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 17:50:51,078 [10] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:51:01,010 [9] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:51:10,906 [10] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:51:12,197 [7] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 17:51:47,962 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:51:47,974 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:51:53,590 [8] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:51:53,668 [8] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:51:53,668 [8] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:51:55,334 [17] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:51:55,334 [17] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:51:55,336 [20] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 17:52:03,844 [11] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:52:07,175 [8] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 17:52:56,514 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:52:56,525 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:53:02,333 [8] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:53:02,389 [8] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:53:02,389 [8] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:53:04,015 [17] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:53:04,016 [17] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:53:04,018 [20] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 17:53:12,594 [11] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:53:22,625 [11] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:53:32,563 [11] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 17:53:33,671 [8] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 17:54:55,349 [1] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:54:55,362 [1] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:59:44,722 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 17:59:44,734 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 17:59:53,233 [8] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 17:59:53,308 [8] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 17:59:53,308 [8] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 17:59:54,987 [17] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 17:59:54,988 [17] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 17:59:54,989 [19] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 18:00:28,803 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 18:00:28,814 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 18:00:36,634 [8] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 18:00:36,684 [8] INFO  ZXClient.util.HttpUtil - 请求结果：loginSuccess
2021-04-21 18:00:36,685 [8] INFO  ZXClient.LoginWindow - 登录结果：　loginSuccess
2021-04-21 18:00:38,308 [17] INFO  ZXClient.util.Tools - 端口监听成功
2021-04-21 18:00:38,308 [17] INFO  ZXClient.util.Tools - 网络方式--心跳
2021-04-21 18:00:38,310 [20] INFO  ZXClient.util.Tools - 开始监听（UDP）评价器返回数据，端口：7791,True
2021-04-21 18:00:38,819 [8] INFO  ZXClient.util.Tools - 登录结果:无法连接到远程服务器
2021-04-21 18:00:46,943 [11] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 18:00:56,877 [10] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 18:00:59,103 [8] INFO  ZXClient.util.Tools - 222选呼结果:无法连接到远程服务器
2021-04-21 18:01:06,903 [11] INFO  ZXClient.util.Tools - 发送心跳命令：S95E, 返回：S95OK
2021-04-21 18:01:12,257 [8] INFO  ZXClient.util.Tools - 销毁udp监听进程
2021-04-21 18:03:56,343 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 18:03:56,355 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 18:06:30,114 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 18:06:30,127 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 18:07:20,550 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 18:07:20,560 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 18:14:56,332 [8] INFO  ZXClient.util.Tools - 销毁进程adb没有找到进程
2021-04-21 18:14:56,342 [8] INFO  ZXClient.Program - 程序已启动
2021-04-21 18:15:09,653 [8] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
2021-04-21 18:15:20,940 [8] INFO  ZXClient.util.HttpUtil - http://192.168.1.199:8082/employeeLogin.action?cardnum=1&psw=49BA59ABBE56E057
